prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,34.23,18.69,26.46,368.66,307.03,1.43,1.65,2.21,45,3.88,2.81,0.83,0.04,0.61,1.64,44.12,140.2,484.79,670.75,669.92,150,4.466133333,05-03-2001,0
0.01,33.13,18.95,26.04,361.13,304.24,0.95,-0.91,1.34,40.4,4.02,2.8,0.63,0.13,0.58,1.65,44.06,139.91,484.38,670,669.38,150,4.462533333,06-03-2001,0
0,34.15,19.6,26.88,370.32,258.57,0.72,0.46,1.11,51.5,3.96,2.81,0.64,0.27,0.49,1.78,44,139.61,483.92,669.31,668.67,150,4.4578,07-03-2001,0
0.15,33.91,19.6,26.76,374.09,286.41,0.2,0.43,0.67,67.15,3.63,2.81,1.52,0.3,0.54,2.84,43.94,139.32,483.53,669.63,668.26,150,4.455066667,08-03-2001,0
0.59,33.5,18.93,26.22,373.65,283.48,0.34,-0.04,0.43,61.81,3.65,2.95,1.77,0.01,0.7,4.66,43.89,139.05,483.16,670.76,669.58,150,4.463866667,09-03-2001,0
0.01,32.48,19.29,25.88,349.55,191.64,-0.25,-2.47,2.52,69.05,2.91,2.27,1.28,0.01,0.77,5.42,43.83,138.77,482.82,670.84,669.57,150,4.4638,10-03-2001,0
0,32.5,18.94,25.72,381.83,279.81,1.37,-0.43,1.44,52.45,3.88,3.12,1.48,0.04,0.71,5.4,43.76,138.47,482.39,670.02,668.54,150,4.456933333,11-03-2001,0
0.58,32.97,19.6,26.28,375.93,321.49,1.04,-0.58,1.21,58.36,4.1,3.16,1.23,0.05,0.73,5.36,43.71,138.16,481.95,669.18,668.53,150,4.456866667,12-03-2001,0
0.19,34.06,19.49,26.78,358.69,294.27,0.68,-0.15,0.76,59.78,3.86,2.84,1.25,0.03,0.83,5.62,43.65,137.86,481.5,668.63,667.57,150,4.450466667,13-03-2001,0
0,34.36,19.71,27.04,378,333.04,0.58,-1.2,1.39,31.68,3.83,2.91,0.96,0,0.9,5.6,43.6,137.59,481.14,667.93,666.97,150,4.446466667,14-03-2001,0
0,35.83,20.82,28.32,382.89,337.13,1.34,-0.75,1.61,47.95,4.04,2.81,0.72,0,0.84,5.14,43.55,137.35,480.71,666.75,666.03,150,4.4402,15-03-2001,0
0,35.81,21.46,28.64,384.58,328.65,0.79,-1.23,1.56,44.08,3.84,2.61,0.7,0.04,0.74,4.82,43.5,137.09,480.32,665.73,665.03,150,4.433533333,16-03-2001,0
0,35.89,21.53,28.71,375.49,337.55,0.45,-1.43,1.52,38.49,4.16,2.96,0.6,0.03,0.78,4.51,43.46,136.86,479.95,664.78,664.18,150,4.427866667,17-03-2001,0
0,36.51,21.81,29.16,374.81,310.85,0.31,-1.68,1.74,36.59,4.92,3.28,0.54,0.01,0.68,4.16,43.42,136.64,479.57,663.79,663.25,150,4.421666667,18-03-2001,0
0,37,22.12,29.56,363.31,345.36,0.49,-1.44,1.56,32.05,4.09,2.91,0.49,0,0.73,3.85,43.38,136.43,479.21,662.87,662.38,150,4.415866667,19-03-2001,0
0,37.54,21.64,29.59,389.71,344.91,1.18,1.23,1.71,32.77,5.22,3.34,0.48,0.01,0.68,3.54,43.35,136.22,478.89,662,661.52,150,4.410133333,20-03-2001,0
0,36.98,23.25,30.12,390.49,290.69,2.05,1.3,2.46,43.21,5.01,3.19,0.5,0.03,0.72,3.47,43.31,135.99,478.5,661.27,660.77,150,4.405133333,21-03-2001,0
0,37.33,23.74,30.53,397.32,319.71,0.81,1.61,1.86,45.99,5.29,3.33,0.71,0.44,0.69,3.67,43.27,135.77,478.12,660.83,660.12,150,4.4008,22-03-2001,0
0,37.85,23.39,30.62,388.44,285.83,1.7,0.88,1.94,54.86,5.21,3.23,0.52,0.25,0.77,4.24,43.22,135.53,477.69,660.68,660.16,150,4.401066667,23-03-2001,0
0,37.42,22.98,30.2,384.7,309.7,1.58,0.84,1.85,55.28,4.16,2.98,0.51,0.09,0.82,4.66,43.18,135.27,477.28,660.39,659.88,150,4.3992,24-03-2001,0
0,37.39,23.16,30.28,397.71,324.11,0.92,1.06,1.42,46.44,4.98,3.2,0.46,0.39,0.77,4.59,43.13,135.01,476.87,659.6,659.14,150,4.394266667,25-03-2001,0
0,37.46,23.2,30.33,374.6,344.96,1.76,0.2,1.85,48.97,4.53,3,0.43,0.05,0.8,4.38,43.08,134.77,476.5,658.73,658.3,150,4.388666667,26-03-2001,0
0,37.84,23.07,30.46,368.79,350.94,1.94,0.9,2.17,42.99,4.62,3.04,0.36,0.09,0.76,4.1,43.05,134.54,476.1,657.79,657.43,150,4.382866667,27-03-2001,0
0,38.41,23.28,30.84,365.84,362.89,1.35,1.08,1.76,31.09,6.04,3.68,0.43,0,0.69,3.79,43.01,134.35,475.79,656.94,656.51,150,4.376733333,28-03-2001,0
0,38.55,23.96,31.26,397.59,351.37,1.17,2.82,3.08,44.58,5.25,3.1,0.36,0.14,0.73,3.58,42.98,134.15,475.43,656.14,655.78,150,4.371866667,29-03-2001,0
0,37.68,24.13,30.9,393.82,249.7,2.16,2.61,3.42,52.9,5.08,3.3,1.84,0.1,0.69,3.69,42.93,133.9,475.03,655.55,653.71,150,4.358066667,30-03-2001,0
0,37.19,22.87,30.03,389.01,345.85,0.64,1.87,2.02,54.52,4.71,3.32,1.45,0.14,0.75,4.04,42.89,133.65,474.61,655.19,653.74,150,4.358266667,31-03-2001,0
1.05,37.47,22.7,30.08,386.86,353.97,2.12,0.38,2.18,44.48,4.92,3.44,1.19,0.02,0.78,4.03,42.85,133.42,474.22,654.52,654.38,150,4.362533333,01-04-2001,0
0.03,37.25,23.31,30.28,384.08,359,0.5,-0.21,0.94,37.26,5.38,3.72,0.96,0.32,0.74,3.76,42.82,133.24,473.86,653.68,652.75,150,4.351666667,02-04-2001,0
0,37.91,23.69,30.8,391.72,358.04,1.04,1.55,1.91,41.86,5.33,3.91,0.83,0.17,0.73,3.72,42.79,133.05,473.55,653.11,652.28,150,4.348533333,03-04-2001,0
0.07,37.81,24.22,31.02,389.34,328.25,0.18,-0.1,0.42,57.72,4.41,3.27,2.6,0.14,0.79,4.33,42.76,132.85,473.16,653.1,650.57,150,4.337133333,04-04-2001,0
0.24,36.31,23.06,29.68,395.91,353.41,0.75,0.39,0.88,49.05,4.75,3.47,2.56,0.36,0.81,4.72,42.73,132.66,472.82,652.93,650.61,150,4.3374,05-04-2001,0
0,38.51,23.74,31.12,400.63,351.76,0.62,-0.02,0.66,44.13,5.08,3.58,2.1,0.23,0.7,4.6,42.69,132.47,472.45,652.21,650.11,150,4.334066667,06-04-2001,0
0,38.46,23.78,31.12,382.92,363,1.96,0.25,2.05,31.89,6.28,3.95,1.87,0.01,0.71,4.23,42.67,132.3,472.15,651.35,649.48,150,4.329866667,07-04-2001,0
0,39.51,23.85,31.68,398.51,348.17,2.34,-0.17,2.39,24.2,5.15,3.34,1.12,0,0.66,3.82,42.64,132.15,471.89,650.5,649.38,150,4.3292,08-04-2001,0
0,39.35,25.25,32.3,392.14,350.93,1.48,0.38,1.57,28.06,5.75,3.15,1.45,0.01,0.66,3.51,42.61,131.98,471.59,649.69,648.24,150,4.3216,09-04-2001,0
0,37.22,24.65,30.94,384.26,342.34,1.06,0.96,1.45,32.54,5.78,3.75,2.21,0.08,0.65,3.37,42.59,131.81,471.25,649.02,646.81,150,4.312066667,10-04-2001,0
0.06,39.43,24.71,32.07,402.31,358.29,0.25,0.44,0.72,40.97,4.98,3.25,2.78,0.32,0.65,3.64,42.56,131.61,470.89,648.7,645.98,150,4.306533333,11-04-2001,0
0.01,38.18,24.96,31.57,418.23,274.65,1.1,0.91,1.47,57.62,3.91,2.53,2.25,0.17,0.55,4.17,42.52,131.4,470.5,648.59,646.35,150,4.309,12-04-2001,0
8.09,33.96,21.26,27.61,377.12,225.08,-1.64,1.94,2.56,54.33,2.57,1.87,1.66,0.36,0.56,4.38,42.49,131.19,470.09,648.15,654.58,150,4.363866667,13-04-2001,0
0.18,33.75,21.44,27.6,390.74,351.8,-0.57,1.28,1.44,50.99,4.06,3.36,2.79,0.44,0.71,4.23,42.45,130.97,469.73,647.38,644.77,150,4.298466667,14-04-2001,0
0.03,34.42,22.27,28.34,388.88,338.63,0.17,-0.28,0.56,60.67,4.47,3.69,2.85,0.47,0.67,4.38,42.42,130.77,469.34,646.91,644.09,150,4.293933333,15-04-2001,0
16.56,35.6,23.75,29.68,396.14,347.89,0.82,1.65,1.86,54.12,4.23,3.41,2.94,0.32,0.74,4.55,42.38,130.55,468.97,646.45,660.07,150,4.400466667,16-04-2001,0
2.92,35.89,20.92,28.4,380.66,204.02,-0.4,-0.16,0.55,81.05,4,3.25,2.72,0.04,1.14,8.42,42.36,130.39,468.71,649.88,650.08,150,4.333866667,17-04-2001,0
0,34.61,22.49,28.55,387.28,348.59,1.55,0.35,1.63,65.12,4.48,3.67,2.77,0.18,1.37,10.76,42.33,130.18,468.33,651.6,648.83,150,4.325533333,18-04-2001,0
3.06,35.57,23.44,29.51,391.26,352.04,0.88,1.1,1.44,62.14,4.02,3.42,2.91,0.12,1.23,10.58,42.29,129.96,467.96,650.79,650.94,150,4.3396,19-04-2001,0
1.13,35.61,22.48,29.04,388.41,361.92,0.84,-1.15,1.43,49.69,4.56,3.71,2.83,0.29,1.31,9.67,42.26,129.77,467.58,649.28,647.58,150,4.3172,20-04-2001,0
0.02,36.72,23.74,30.23,367.67,335.32,1.2,-2.14,2.49,37.57,4.6,3.33,2.18,0,1.29,8.5,42.23,129.58,467.23,647.54,645.38,150,4.302533333,21-04-2001,0
0,37.31,23.01,30.16,343.49,386.7,0.06,-1.56,1.58,25.75,5.93,4.11,2.28,0,1.19,7.37,42.21,129.41,466.91,645.9,643.62,150,4.2908,22-04-2001,0
11.07,38.2,23.57,30.88,351.93,388.81,-0.12,-1.24,1.26,29.51,6.23,4.13,2.1,0,0.98,6.34,42.18,129.27,466.62,644.41,653.38,150,4.355866667,23-04-2001,0
0,39.44,23.66,31.55,361.81,386.51,0.46,0,1.08,28.61,5.86,4.17,2.01,0,0.86,5.54,42.16,129.13,466.34,643.17,641.16,150,4.2744,24-04-2001,0
0,39.75,24.36,32.06,386.37,382.53,1.27,0.8,1.56,30.12,6.32,4.19,1.93,0,0.77,4.89,42.14,129,466.07,642.1,640.17,150,4.2678,25-04-2001,0
0,40.54,25.23,32.88,402.32,378.21,0.69,2.6,2.71,28.17,6.17,3.65,1.6,0.07,0.65,4.36,42.12,128.86,465.79,641.13,639.53,150,4.263533333,26-04-2001,0
0,40.28,25.6,32.94,383.23,382.15,2.77,2.33,3.63,26.71,6.54,3.83,1.62,0,0.62,3.93,42.1,128.71,465.52,640.26,638.64,150,4.2576,27-04-2001,0
0,40.94,25.6,33.27,385.75,381.59,3.5,1.78,3.94,25.7,6.65,3.82,1.55,0,0.57,3.58,42.08,128.58,465.24,639.48,637.93,150,4.252866667,28-04-2001,0
0,40.89,26.42,33.66,392.59,372.8,2.18,1.35,2.58,28.42,6.47,3.67,1.43,0.01,0.53,3.42,42.06,128.44,464.99,638.91,637.48,150,4.249866667,29-04-2001,0
0,41.18,27.24,34.21,398.4,364.29,2.04,1.35,2.47,31.9,6.48,3.95,2.26,0.05,0.64,3.59,42.04,128.3,464.69,638.62,636.36,150,4.2424,30-04-2001,0
1.29,41.14,26.62,33.88,420.01,380.29,1.81,2.69,3.25,30.21,6.09,3.84,2,0.17,0.63,3.78,42.02,128.16,464.42,638.38,637.67,150,4.251133333,01-05-2001,0
3.61,41.12,27.55,34.34,410.67,372.7,2.28,2.82,3.63,30.43,6.78,4.15,2.36,0.07,0.61,3.63,42,128.01,464.11,637.75,639,150,4.26,02-05-2001,0
6.38,40.45,25.89,33.17,409.87,376.01,1.97,3.11,3.68,31.01,6.72,4.07,1.96,0.2,0.55,3.38,41.98,127.87,463.87,637.1,641.52,150,4.2768,03-05-2001,0
0.22,39.49,26.23,32.86,402.93,376.97,1.81,2.08,2.8,42.46,6.43,4.26,2.04,0.27,0.51,3.25,41.96,127.74,463.61,636.56,634.74,150,4.2316,04-05-2001,0
2.24,40.52,26.74,33.63,400.02,380.37,2.15,2.05,2.98,35.12,6.18,4,1.75,0.19,0.61,3.35,41.94,127.6,463.32,636.21,636.7,150,4.244666667,05-05-2001,0
0.76,41.11,27.8,34.46,414.31,383.55,2.11,2.85,3.55,40.05,6.18,4.21,3.15,0.42,0.65,3.66,41.92,127.46,463.02,636.06,633.67,150,4.224466667,06-05-2001,0
1.71,41.13,26.9,34.02,426.28,348.46,2.54,2.65,3.67,36.34,6.3,4.56,3.01,0.77,0.58,3.69,41.9,127.31,462.7,635.6,634.3,150,4.228666667,07-05-2001,0
0,41.58,28.06,34.82,412.54,381.84,2.64,-1.36,2.99,22.26,6.82,4.32,2.22,0.14,0.48,3.42,41.88,127.19,462.48,634.97,632.75,150,4.218333333,08-05-2001,0
0,42.04,28.37,35.2,380.04,390.36,3.29,-0.86,3.41,16.35,8.05,4.31,1.81,0,0.45,3.11,41.87,127.09,462.28,634.35,632.54,150,4.216933333,09-05-2001,0
0,42.56,28,35.28,386.49,397.01,3.62,-0.03,3.64,19.33,8.41,4.34,1.71,0,0.45,2.81,41.86,127,462.11,633.78,632.07,150,4.2138,10-05-2001,0
0,42.56,27.35,34.96,415.37,376.86,2.93,0.24,2.95,17.9,7.46,4.29,1.64,0.08,0.4,2.58,41.84,126.9,461.91,633.23,631.59,150,4.2106,11-05-2001,0
0.39,42.9,28.44,35.67,419.52,377.36,3.12,-1.44,3.46,17.74,8.1,4.36,1.58,0.39,0.32,2.39,41.83,126.8,461.72,632.74,631.55,150,4.210333333,12-05-2001,0
0,42.97,28.52,35.74,426.67,382.26,-0.08,-1,1.03,27.9,6.46,3.96,1.76,1.54,0.38,2.34,41.81,126.72,461.52,632.39,630.63,150,4.2042,13-05-2001,0
0.17,42.27,26.1,34.18,422.67,379.97,1.03,-0.78,1.5,41.36,5.94,3.9,1.87,0.6,0.37,2.71,41.8,126.64,461.33,632.48,630.78,150,4.2052,14-05-2001,0
11.68,40.89,27.12,34.01,422.1,365.1,0.28,-0.36,0.82,37.93,6.39,4,1.73,0.91,0.51,3.45,41.79,126.54,461.17,632.95,642.9,150,4.286,15-05-2001,0
0,40.36,27.38,33.87,424.7,366.89,2.56,-0.46,2.62,48.99,6.49,4.05,2.54,1.21,0.73,4.44,41.77,126.43,460.89,633.53,630.99,150,4.2066,16-05-2001,0
0.79,40.5,25.39,32.94,408.94,267.01,2.93,0.11,2.95,37.25,5.97,3.85,2.09,0.28,0.83,5.05,41.76,126.3,460.59,633.7,632.4,150,4.216,17-05-2001,0
0,39.36,26.26,32.81,405.17,335.77,1.21,-0.38,1.28,53.7,6.3,4.15,1.83,0.33,0.84,5.15,41.73,126.14,460.27,633.29,631.46,150,4.209733333,18-05-2001,0
0,40.49,26.12,33.3,406.42,345.89,1.63,-0.13,1.66,44,6.1,3.92,1.36,0.23,0.86,5.16,41.71,125.97,459.95,632.79,631.43,150,4.209533333,19-05-2001,0
0.16,40.54,26.13,33.34,407.6,349.62,1.7,0.32,1.75,39.39,5.5,3.86,1.48,0.35,0.79,4.79,41.69,125.83,459.63,631.94,630.62,150,4.204133333,20-05-2001,0
0,40,26.12,33.06,406.65,386.19,1.44,-1.48,2.08,45.5,6.04,4.18,1.35,0.28,0.79,4.38,41.68,125.7,459.34,631.1,629.75,150,4.198333333,21-05-2001,0
0,40.5,27.51,34.01,423.44,368.61,1.78,0.16,1.9,41.36,5.67,4.02,1.26,0.68,0.62,3.97,41.66,125.59,459.06,630.28,629.02,150,4.193466667,22-05-2001,0
0.01,40.56,28.45,34.51,420.63,347.67,1.73,1.42,2.25,36.99,6.99,4.3,1.44,0.86,0.69,4.09,41.64,125.47,458.8,630,628.57,150,4.190466667,23-05-2001,0
0.01,40.94,27.99,34.46,420.35,357.82,3.12,1.12,3.31,35.66,7.06,4.1,1.4,0.79,0.76,4.12,41.62,125.33,458.46,629.53,628.14,150,4.1876,24-05-2001,0
0.01,41.88,28.24,35.06,420.9,386.71,2.79,0.3,2.81,37.02,7.34,4.25,1.26,0.18,0.67,4.01,41.61,125.2,458.21,629.03,627.78,150,4.1852,25-05-2001,0
0.04,41.97,27.61,34.79,426.77,378.06,0.21,0.02,0.38,53.92,5.59,3.98,2.04,0.34,0.77,4.53,41.59,125.07,457.93,629.12,627.12,150,4.1808,26-05-2001,0
1.48,40.23,27.28,33.75,419.01,363.56,0.47,-0.17,0.51,54.98,5.26,3.96,2.56,0.89,0.7,5.36,41.57,124.94,457.64,629.51,628.43,150,4.189533333,27-05-2001,0
17.31,40.17,25.46,32.82,431.8,370.33,2.49,-0.82,2.69,53.67,5.08,3.62,2.53,0.83,0.78,5.82,41.55,124.8,457.33,629.5,644.28,150,4.2952,28-05-2001,0
6.11,39.31,26.31,32.81,435.93,362.51,1.67,-0.97,1.94,54.59,5.68,4.03,2.5,0.5,0.91,6.53,41.54,124.64,457,629.71,633.32,150,4.222133333,29-05-2001,0
0.67,38.87,27.18,33.02,433.21,351.62,1.5,-1.23,1.95,54.37,5.59,4.12,2.76,0.89,0.85,7.36,41.52,124.49,456.7,630.07,627.98,150,4.186533333,30-05-2001,0
4.4,39.87,25.87,32.87,420.89,338.78,0.8,-0.57,1.02,53.01,5.55,4.16,2.38,0.73,1.13,8.19,41.5,124.35,456.36,630.4,632.42,150,4.216133333,31-05-2001,0
0,38.22,26.99,32.6,432.92,355.05,0.76,-0.24,0.86,51.48,5.14,3.93,2.55,0.76,1.08,7.76,41.48,124.21,456.08,629.53,626.98,150,4.179866667,01-06-2001,0.723333333
0.01,40.15,26.78,33.47,432.79,322.44,0.8,0.77,1.14,62.08,3.78,3.11,2.61,1.55,0.34,7.94,41.46,124.08,455.75,629.23,626.63,150,4.177533333,02-06-2001,1.004777778
17.19,36.62,25.12,30.87,430.96,303.71,0.37,0.99,1.09,78.86,3.71,3.22,2.71,1.55,0.56,11.13,41.45,123.95,455.47,632,646.48,150,4.309866667,03-06-2001,1.183025926
0.71,36.37,24.22,30.3,415.81,196.72,1.02,0.95,1.41,83.52,2.36,2.16,1.81,0.72,1.28,16.96,41.43,123.84,455.28,637.51,636.41,150,4.242733333,04-06-2001,2.722583086
8.06,35.33,24.02,29.67,415.63,284.71,1.52,0.28,1.56,89.43,3.41,3.17,2.62,0.18,1.32,22.82,41.43,123.74,455.09,643.08,648.52,150,4.323466667,05-06-2001,3.127635955
4.27,35.68,23.7,29.69,420.07,263.73,0.68,-0.11,0.78,89.16,3.06,2.78,2.3,0.11,1.48,26.89,41.49,123.65,454.9,646.93,648.9,150,4.326,06-06-2001,3.214169438
2.16,37.05,25.56,31.3,424.56,296.7,0.16,0.45,0.51,79.71,3.19,2.93,2.46,0.42,1.57,28.77,41.63,123.54,454.68,648.62,648.32,150,4.322133333,07-06-2001,3.268973977
17.38,35.99,24.27,30.13,419.16,231.76,1.11,1.33,1.74,86.07,2.82,2.56,2.15,0.2,1.7,32.19,41.92,123.45,454.47,652.03,667.26,150,4.4484,08-06-2001,3.747016852
23.13,34.07,23.4,28.74,430.72,248.93,1.02,0.72,1.26,88.86,2.76,2.54,2.13,0.2,0.96,35.54,42.83,123.39,454.36,656.12,677.12,150,4.514133333,09-06-2001,21.70311067
4.63,33.43,22.78,28.1,426.29,265.57,2.15,0.15,2.18,88.99,2.75,2.53,2.12,0.78,0.65,39.42,46.76,123.34,454.26,663.78,666.29,150,4.441933333,10-06-2001,23.53530343
22.98,32.69,23.18,27.94,422.1,149.34,2.34,2.04,3.11,90.17,1.98,1.69,1.45,0.18,1.56,39.77,53.66,123.31,454.21,670.95,692.48,150,4.616533333,11-06-2001,17.53
24.05,31.89,23.46,27.68,431.85,125.42,4.6,1.26,4.79,95.81,0.76,0.81,0.8,1.96,0.16,39.7,63.1,123.3,454.16,680.26,703.51,150,4.690066667,12-06-2001,18.599
125.55,29.73,22.73,26.23,424.75,23.89,4.66,1.38,4.87,96.68,0.44,0.7,0.7,1.69,0.06,39.14,101.31,150.36,454.15,744.96,869.81,150,5.798733333,13-06-2001,81.17936667
61.57,29.07,22.19,25.63,420.62,34.98,5.59,3.6,6.65,95.53,1.02,0.78,0.72,2.62,0.14,38.48,103.11,193.57,454.17,789.33,850.18,150,5.667866667,14-06-2001,294.9369322
10.1,28.57,21.96,25.26,409.26,68.66,4.75,1.66,5.03,94.21,2.99,2.02,1.68,1,0.58,37.89,101.12,210.79,454.3,804.1,812.52,150,5.4168,15-06-2001,396.1967237
0.87,29.69,22.62,26.16,410.64,324.28,4.76,1.52,5,74.74,4.26,2.85,2.28,0.19,2.75,35.85,98.35,215.36,454.3,803.86,802.45,150,5.349666667,16-06-2001,181.77
0,31.75,23.9,27.82,409.67,332.78,3.77,1.43,4.03,77.82,3.32,2.1,1.66,0.6,2.19,33.15,94.67,217.42,454.3,799.54,797.88,150,5.3192,17-06-2001,86.58
0.01,33.54,24.57,29.06,425.04,365.57,3.59,2.19,4.21,76.49,4.07,3.2,2.58,1.36,2.25,31.53,92.1,218.25,454.27,796.15,793.58,150,5.290533333,18-06-2001,46.59
3.01,32.53,23.54,28.04,420.41,177.48,4.52,0.99,4.64,89.78,1.52,1.45,1.22,1.1,0.68,32.98,90.46,218.72,454.44,796.6,798.39,150,5.3226,19-06-2001,31.41
9.55,30.23,22.96,26.6,412.53,292.4,3.67,1.06,3.83,84.96,2.58,2.13,1.68,0.05,2.54,34.57,90,219.12,454.6,798.29,806.16,150,5.3744,20-06-2001,24.29
5.57,32.05,23.99,28.02,405.36,300.89,3.47,0.01,3.47,80.08,4.08,3.29,2.62,0.18,2.58,33.03,89.41,219.32,454.63,796.39,799.34,150,5.328933333,21-06-2001,19.66
0,33.7,24.82,29.26,404.84,368.41,3.39,-0.5,3.43,72.7,2.78,1.83,1.45,0.03,3.44,30.09,88.09,219.2,454.58,791.96,790.51,150,5.270066667,22-06-2001,17.01
0,33.95,25.1,29.52,415.19,366.47,3.42,-0.04,3.42,70.57,3.91,2.96,2.35,0.29,2.78,27.27,86.84,218.87,454.49,787.47,785.12,150,5.234133333,23-06-2001,13.61
4.01,33.36,24.54,28.95,407.17,343.88,3.69,0.12,3.69,70.61,3.28,2.31,1.89,0.44,2.06,24.68,85.76,218.4,454.39,783.23,785.35,150,5.235666667,24-06-2001,11.4
0.19,32.9,25.03,28.96,397.08,357.89,3.83,0.1,3.84,64.66,4.75,3.69,2.86,0.02,3.24,21.76,84.8,217.8,454.24,778.6,775.93,150,5.172866667,25-06-2001,9.77
0.27,34.08,24.43,29.26,415.27,358.3,3.16,-0.22,3.17,74.63,3.26,2.62,2.1,2.15,0.43,19.61,84,217.16,454.08,774.85,773.02,150,5.153466667,26-06-2001,8.63
8.72,31.91,23.63,27.77,414.05,285.06,3.4,0.64,3.46,69.81,3.32,2.84,2.32,0.09,2.45,18.06,83.3,216.52,454,771.88,778.28,150,5.188533333,27-06-2001,8.222333333
11.07,32.03,24.54,28.28,420.79,318.69,3.1,0.35,3.12,80.35,2.78,2.3,1.91,1.17,0.41,17.16,82.66,215.86,453.88,769.56,778.72,150,5.191466667,28-06-2001,8.084144444
14.88,32.59,24.35,28.47,422,284.42,3.12,-0.21,3.14,76.61,2.01,1.37,1.18,0.39,0.61,16.87,82.15,215.34,453.79,768.15,781.85,150,5.212333333,29-06-2001,8.643291481
22.29,31.88,23.34,27.61,398.52,259.55,2.91,0.02,2.91,79.94,2.02,1.51,1.26,0.02,1.95,18.58,81.71,214.85,453.81,768.95,789.98,150,5.266533333,30-06-2001,16.1740846
1.05,30.81,23.42,27.12,406.15,353.6,3.5,0.55,3.57,73.22,4.41,3.74,2.97,0.17,2.54,18.74,81.19,214.28,453.7,767.91,765.99,150,5.1066,01-07-2001,24.41692025
7.41,33.21,24.53,28.87,417.57,332.03,2.7,0.72,2.8,77.74,4.19,3.51,2.78,0.53,2.07,18.2,80.64,213.61,453.52,765.97,770.6,150,5.137333333,02-07-2001,24.19738282
1.25,33.15,24.88,29.02,415.99,344.09,2.85,-0.26,2.87,79.97,4.27,3.39,2.68,0.2,2.27,18.24,80.16,213,453.44,764.84,763.41,150,5.0894,03-07-2001,19.06
1.07,33.16,25.22,29.19,427.27,156.73,2.85,0.07,2.85,84.81,2.81,2.18,1.81,0.86,0.6,21.75,79.84,212.6,453.45,767.64,766.9,150,5.112666667,04-07-2001,14.65
30.19,32.96,23.17,28.06,425.64,86.03,3.65,-0.12,3.68,95.72,0.69,0.74,0.73,0.75,0.74,32.51,80.4,212.39,453.55,778.85,808.31,150,5.388733333,05-07-2001,14.21833333
63.76,28.9,22.89,25.9,426.84,110.6,3.88,-0.24,3.92,95.5,1.01,0.93,0.9,1.13,0.34,38.15,84.02,212.34,453.69,788.2,851.06,150,5.673733333,06-07-2001,53.50827778
67.9,28.07,22.79,25.43,423.13,169.13,3.61,-0.72,3.7,93.85,1.09,1.1,1.1,0.51,0.69,38.76,92.25,213.57,453.81,798.39,865.19,150,5.767933333,07-07-2001,125.4219093
85.2,28.59,23.36,25.98,434.74,99.89,3.27,0.95,3.41,96.25,0.64,0.71,0.7,1.03,0.29,38.32,96.42,216.34,453.95,805.03,889.53,150,5.9302,08-07-2001,178.0272092
22.51,29.01,22.51,25.76,424.43,121.91,4.36,2.36,4.96,91.56,0.63,0.55,0.53,1.14,1.23,37.57,100.46,224.16,454.11,816.3,838.28,150,5.588533333,09-07-2001,283.9372325
5.73,28.99,23.55,26.27,419.14,302.82,3.56,2.09,4.13,81.25,2.28,1.74,1.53,0.39,1.99,35.54,96.39,228.35,454.24,814.52,818.72,150,5.458133333,10-07-2001,358.3269139
24.49,30.03,23.33,26.68,415.57,239.78,2.79,1.71,3.28,80.28,2.39,1.79,1.49,0.45,1.82,34.02,93.43,230,454.39,811.84,834.84,150,5.5656,11-07-2001,143.05
1.66,28.91,23.51,26.21,410.95,286,3.35,0.68,3.43,79.41,2.67,1.82,1.52,0.34,1.45,32.11,91.28,230.65,454.5,808.54,808.68,150,5.3912,12-07-2001,125.02
0.72,29.59,23.7,26.64,408.52,272.62,3.64,0.05,3.65,74.54,4.31,3.49,2.8,0.04,3.1,30.66,89.56,230.78,454.63,805.63,803.55,150,5.357,13-07-2001,92.28
0.27,30.53,24.27,27.4,411.35,224.96,4.53,-0.58,4.57,86.27,3,2.52,2.05,0.53,1.2,30.04,88.22,230.7,454.82,803.78,802,150,5.346666667,14-07-2001,57.22
6.25,30.39,24.14,27.26,412.2,203.35,3.58,0.35,3.6,90.98,1.09,0.74,0.69,1.16,0.59,30.63,87.19,230.54,455.01,803.37,808.93,150,5.392866667,15-07-2001,42.52
20.52,28.77,23.62,26.2,418.15,187.44,4.51,0.03,4.52,90.05,0.68,0.55,0.54,1.68,0.14,34.2,86.64,230.42,455.31,806.57,826.55,150,5.510333333,16-07-2001,41.166
22.63,27.24,21.9,24.57,413.87,65.15,3.72,0.2,3.73,94.59,0.57,0.45,0.45,0.97,0.24,38.77,90.84,230.73,455.63,815.97,838.15,150,5.587666667,17-07-2001,43.00513333
30.91,27.66,22.43,25.04,419.63,57.23,3.66,0,3.67,96.15,0.51,0.46,0.45,0.82,0.18,38.61,94.14,232.25,455.97,820.97,851.43,150,5.6762,18-07-2001,83.84658444
