prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,AWC,Actual_Soil_Saturation_New,station_id,soil_awc_avg
1.18,27.03,13.76,20.4,355.56,226.22,-0.57,0.95,1.3,61.24,2.76,2.1,1.03,-0.01,0.05,2.72,71.13,206.09,552.65,832.59,832.74,150,5.5516,05-01-1995,0.196154148,4245.334654471173,3005,0.1961541475
1.15,25.82,14.92,20.37,354.21,242.51,-1.21,0.79,1.54,63.02,2.75,1.95,0.98,0.06,0.05,2.76,71.01,205.74,552.55,832.06,832.23,150,5.5482,06-01-1995,0.196154148,4242.734658465481,3005,0.1961541475
4.22,25.22,13.7,19.46,385.87,234.61,-3.02,1.95,3.64,50.8,2.34,1.7,1.6,0.76,0.08,2.89,70.9,205.39,552.44,831.62,834.24,150,5.5616,07-01-1995,0.196154148,4252.981701546739,3005,0.1961541475
23.24,24.01,14.23,19.12,372.28,125.49,1.16,2.53,3.12,86.65,0.82,1.05,1.05,0.24,0.13,8.93,70.84,205.21,552.41,837.39,859.58,150,5.730533333,08-01-1995,0.196154148,4382.165816809967,3005,0.1961541475
4.82,22.73,14.01,18.37,335.55,195.02,-0.59,-1.32,1.74,68.97,1.65,1.48,1.45,0.13,0.2,12.64,70.79,205.05,552.38,840.86,844.23,150,5.6282,09-01-1995,0.196154148,4303.911035070008,3005,0.1961541475
0.39,22.3,12.09,17.2,316.78,254.5,-1.35,-1.12,1.96,56.67,2.45,1.97,1.84,0.0,0.28,12.42,70.69,204.76,552.3,840.17,838.72,150,5.591466667,10-01-1995,0.196154148,4275.820882145763,3005,0.1961541475
0.6,22.48,11.67,17.08,361.64,184.99,-0.59,-1.17,1.45,64.27,1.23,1.11,1.11,0.54,0.11,12.54,70.6,204.47,552.22,839.83,839.32,150,5.595466667,11-01-1995,0.196154148,4278.879700975989,3005,0.1961541475
7.85,18.32,10.28,14.3,295.15,234.83,-0.89,-2.12,2.48,54.41,2.6,1.96,1.84,0.0,0.3,12.84,70.51,204.2,552.16,839.71,845.72,150,5.638133333,12-01-1995,0.196154148,4311.507101831737,3005,0.1961541475
0.1,19.64,7.32,13.48,285.02,265.56,-0.97,-1.65,2.01,44.14,2.88,2.11,1.85,0.0,0.24,12.39,70.41,203.89,552.06,838.75,837.0,150,5.58,13-01-1995,0.196154148,4267.05226816578,3005,0.1961541475
0.0,20.52,7.76,14.14,295.91,263.18,-1.9,0.57,2.13,47.21,2.95,2.2,1.74,0.0,0.24,11.94,70.31,203.56,551.96,837.77,836.03,150,5.573533333,14-01-1995,0.196154148,4262.107177723581,3005,0.1961541475
0.0,22.61,9.34,15.98,338.32,258.12,-0.71,0.86,1.34,54.75,2.99,2.38,1.86,0.01,0.2,11.51,70.2,203.22,551.86,836.79,834.93,150,5.5662,15-01-1995,0.196154148,4256.499343201499,3005,0.1961541475
0.16,24.75,13.15,18.95,371.79,36.93,-0.75,-0.64,1.51,93.12,1.57,1.37,1.23,0.45,0.03,14.17,70.15,203.06,551.83,839.21,838.14,150,5.5876,16-01-1995,0.196154148,4272.864023943211,3005,0.1961541475
1.61,21.06,13.13,17.1,326.65,111.2,-0.54,-1.34,1.58,82.13,1.66,1.26,1.03,0.03,0.18,17.52,70.14,202.99,551.81,842.46,843.04,150,5.620266667,17-01-1995,0.196154148,4297.844377723392,3005,0.1961541475
0.0,22.22,10.71,16.46,303.48,264.03,-1.11,-1.98,2.36,54.92,2.9,2.28,1.77,0.0,0.34,17.13,70.09,202.77,551.73,841.72,839.95,150,5.599666667,18-01-1995,0.196154148,4282.091460747727,3005,0.1961541475
0.0,23.32,9.2,16.26,310.47,267.64,0.49,-0.7,1.09,56.24,2.92,2.31,1.72,0.0,0.34,16.39,69.99,202.46,551.63,840.47,838.75,150,5.591666667,19-01-1995,0.196154148,4275.9738230872745,3005,0.1961541475
0.0,24.07,9.8,16.94,314.22,267.41,1.57,-0.69,1.81,53.3,3.04,2.39,1.78,0.0,0.4,15.67,69.9,202.14,551.53,839.24,837.46,150,5.583066667,20-01-1995,0.196154148,4269.397362602287,3005,0.1961541475
0.0,26.3,11.11,18.7,315.57,269.18,0.58,-0.55,0.99,49.84,3.11,2.43,1.74,0.0,0.41,14.93,69.8,201.81,551.43,837.97,836.23,150,5.574866667,21-01-1995,0.196154148,4263.126784000324,3005,0.1961541475
0.0,26.15,11.31,18.73,326.07,267.52,1.54,-0.04,1.78,50.74,3.29,2.5,1.76,0.0,0.53,14.21,69.7,201.47,551.31,836.69,834.93,150,5.5662,22-01-1995,0.196154148,4256.499343201499,3005,0.1961541475
0.0,26.7,11.6,19.15,307.44,267.39,0.11,-1.21,1.4,44.3,3.42,2.3,1.57,0.0,0.46,13.52,69.6,201.14,551.21,835.47,833.9,150,5.559333333,23-01-1995,0.196154148,4251.2483708762775,3005,0.1961541475
0.0,24.94,9.61,17.27,300.78,274.93,-0.96,-1.16,1.66,38.48,3.39,2.36,1.59,0.0,0.38,12.83,69.5,200.8,551.09,834.22,832.63,150,5.550866667,24-01-1995,0.196154148,4244.773871018965,3005,0.1961541475
0.0,24.76,9.34,17.05,308.51,273.51,-0.19,-0.29,0.73,42.57,3.4,2.39,1.58,0.0,0.35,12.21,69.4,200.46,550.98,833.05,831.47,150,5.543133333,25-01-1995,0.196154148,4238.860154613861,3005,0.1961541475
0.0,26.13,10.29,18.21,316.53,275.0,-0.42,0.36,0.99,47.04,3.45,2.44,1.59,0.0,0.36,11.63,69.3,200.13,550.86,831.92,830.33,150,5.535533333,26-01-1995,0.196154148,4233.048398836431,3005,0.1961541475
0.06,26.6,10.92,18.76,322.43,273.62,0.11,-0.27,0.75,50.5,3.62,2.47,1.56,0.0,0.37,11.09,69.21,199.81,550.75,830.86,829.36,150,5.529066667,27-01-1995,0.196154148,4228.103308394231,3005,0.1961541475
0.0,26.43,10.62,18.52,316.08,274.64,-0.06,-0.39,0.89,45.35,3.82,2.45,1.52,0.0,0.31,10.59,69.12,199.48,550.63,829.82,828.3,150,5.522,28-01-1995,0.196154148,4222.699395127498,3005,0.1961541475
0.0,25.91,10.32,18.12,309.69,279.63,-0.25,-1.4,1.5,42.46,3.74,2.49,1.51,0.0,0.38,10.1,69.02,199.16,550.52,828.8,827.29,150,5.515266667,29-01-1995,0.196154148,4217.550383429951,3005,0.1961541475
0.0,26.2,10.55,18.38,317.48,279.71,-0.39,-0.32,0.89,45.05,3.59,2.53,1.5,0.0,0.26,9.65,68.93,198.84,550.41,827.83,826.33,150,5.508866667,30-01-1995,0.196154148,4212.656273301588,3005,0.1961541475
0.0,26.68,11.47,19.08,341.27,241.05,-1.05,0.06,1.15,47.24,3.36,2.31,1.34,0.0,0.32,9.26,68.85,198.53,550.29,826.93,825.59,150,5.503933333,31-01-1995,0.196154148,4208.883730077642,3005,0.1961541475
0.1,25.77,11.56,18.66,361.47,203.17,-0.03,0.98,1.21,49.05,3.54,2.52,1.43,0.0,0.29,8.92,68.77,198.23,550.19,826.11,824.78,150,5.498533333,01-02-1995,0.196154148,4204.754324656837,3005,0.1961541475
0.0,26.84,14.32,20.58,346.66,276.49,-0.32,-0.04,0.92,47.0,3.62,2.58,1.43,0.0,0.3,8.57,68.69,197.93,550.07,825.26,823.83,150,5.4922,02-02-1995,0.196154148,4199.911194842312,3005,0.1961541475
0.05,27.74,15.46,21.6,375.04,246.31,-0.63,1.76,1.98,58.6,3.06,2.15,1.3,0.16,0.33,8.3,68.61,197.65,549.96,824.52,823.27,150,5.488466667,03-02-1995,0.196154148,4197.056297267433,3005,0.1961541475
2.24,28.01,16.8,22.4,378.68,241.66,-1.07,1.53,1.94,65.75,2.83,2.22,1.45,0.43,0.33,8.9,68.54,197.38,549.85,824.67,825.46,150,5.503066667,04-02-1995,0.196154148,4208.22098599776,3005,0.1961541475
0.89,27.61,16.09,21.85,360.89,169.99,-1.05,-1.62,2.15,67.92,2.76,2.16,1.24,0.11,0.38,9.94,68.48,197.14,549.76,825.32,824.97,150,5.4998,05-02-1995,0.196154148,4205.722950619742,3005,0.1961541475
0.01,26.3,14.27,20.28,334.62,204.0,-0.6,-1.08,1.44,56.21,3.77,2.57,1.57,0.0,0.41,9.82,68.41,196.88,549.67,824.78,823.22,150,5.488133333,06-02-1995,0.196154148,4196.801395698249,3005,0.1961541475
0.0,26.35,13.24,19.8,320.84,290.54,-0.23,-1.36,1.45,39.02,3.95,2.68,1.48,0.0,0.45,9.39,68.33,196.58,549.55,823.85,822.37,150,5.482466667,07-02-1995,0.196154148,4192.468069022094,3005,0.1961541475
0.0,27.11,12.83,19.97,331.8,290.86,0.06,-0.71,0.89,43.3,3.84,2.74,1.41,0.0,0.31,8.93,68.26,196.3,549.43,822.92,821.51,150,5.476733333,08-02-1995,0.196154148,4188.083762032103,3005,0.1961541475
0.0,29.29,14.17,21.73,341.83,289.16,1.08,0.16,1.48,43.97,4.13,2.87,1.43,0.0,0.39,8.5,68.19,196.03,549.32,822.04,820.61,150,5.470733333,09-02-1995,0.196154148,4183.495533786763,3005,0.1961541475
0.0,30.82,14.93,22.88,341.71,291.72,0.41,-0.19,1.16,42.39,4.15,2.9,1.4,0.0,0.36,8.07,68.13,195.79,549.21,821.2,819.8,150,5.465333333,10-02-1995,0.196154148,4179.366128365958,3005,0.1961541475
0.0,31.86,15.43,23.64,351.12,293.52,0.66,0.9,1.5,40.88,4.35,2.97,1.39,0.0,0.42,7.66,68.07,195.55,549.1,820.38,818.99,150,5.459933333,11-02-1995,0.196154148,4175.236722945152,3005,0.1961541475
0.0,32.87,16.87,24.87,379.19,288.02,0.16,2.61,2.74,41.73,4.53,2.9,1.33,0.0,0.46,7.28,68.01,195.3,548.98,819.57,818.24,150,5.454933333,12-02-1995,0.196154148,4171.41319940737,3005,0.1961541475
0.0,32.71,18.85,25.78,377.78,285.55,0.24,3.24,3.34,47.06,4.09,2.5,1.13,0.0,0.46,6.95,67.95,195.05,548.87,818.82,817.69,150,5.451266667,13-02-1995,0.196154148,4168.609282146329,3005,0.1961541475
0.0,32.48,18.52,25.5,376.03,237.55,0.74,2.13,2.53,49.41,4.02,2.42,1.1,0.07,0.44,6.67,67.88,194.79,548.76,818.1,817.0,150,5.446666667,14-02-1995,0.196154148,4165.091640491568,3005,0.1961541475
0.0,30.35,16.39,23.37,333.74,266.18,1.3,-1.94,2.45,40.46,4.0,2.51,1.11,0.0,0.4,6.48,67.82,194.52,548.64,817.46,816.35,150,5.442333333,15-02-1995,0.196154148,4161.777920092157,3005,0.1961541475
0.0,27.73,13.22,20.48,314.82,306.25,-0.2,-0.99,1.39,33.16,4.46,2.81,1.17,0.0,0.33,6.21,67.75,194.25,548.52,816.73,815.56,150,5.437066667,16-02-1995,0.196154148,4157.750475299024,3005,0.1961541475
0.12,27.51,12.85,20.18,354.65,298.83,0.46,1.07,1.57,40.43,4.51,2.98,1.27,0.22,0.4,5.98,67.69,193.99,548.41,816.07,814.92,150,5.4328,17-02-1995,0.196154148,4154.48773521345,3005,0.1961541475
1.11,29.81,15.41,22.61,325.45,268.36,1.33,-0.38,1.72,41.53,4.45,2.66,1.23,0.01,0.43,6.38,67.64,193.77,548.33,816.12,816.0,150,5.44,18-02-1995,0.196154148,4159.993609107858,3005,0.1961541475
0.11,29.77,13.57,21.67,323.15,308.22,1.14,-0.22,1.53,34.02,4.59,2.89,1.17,0.0,0.43,6.21,67.58,193.55,548.22,815.56,814.5,150,5.43,19-02-1995,0.196154148,4152.346562032291,3005,0.1961541475
0.0,29.87,13.9,21.88,316.13,313.07,0.86,-2.13,2.41,27.13,4.62,2.96,1.17,0.0,0.4,5.93,67.53,193.31,548.11,814.88,813.71,150,5.424733333,20-02-1995,0.196154148,4148.319117239161,3005,0.1961541475
0.0,30.27,13.94,22.1,333.9,310.74,0.99,-0.11,1.22,33.43,4.58,2.98,1.14,0.0,0.34,5.66,67.48,193.07,547.99,814.2,813.06,150,5.4204,21-02-1995,0.196154148,4145.005396839748,3005,0.1961541475
0.0,30.4,14.24,22.32,349.88,300.38,2.86,0.59,3.17,32.12,5.22,3.08,1.12,0.0,0.43,5.42,67.42,192.85,547.88,813.57,812.45,150,5.416333333,22-02-1995,0.196154148,4141.895597695685,3005,0.1961541475
0.0,31.76,15.31,23.54,312.61,316.35,1.67,-1.83,2.54,28.39,4.93,2.96,1.04,0.0,0.44,5.2,67.37,192.6,547.76,812.93,811.89,150,5.4126,23-02-1995,0.196154148,4139.040700120807,3005,0.1961541475
0.0,28.32,13.0,20.66,301.38,320.94,-0.43,-2.63,2.78,26.28,5.0,2.92,1.01,0.0,0.39,5.0,67.31,192.34,547.64,812.29,811.28,150,5.408533333,24-02-1995,0.196154148,4135.930900976743,3005,0.1961541475
0.0,27.82,12.23,20.02,321.87,320.66,-0.56,-0.45,0.98,27.12,4.78,2.96,0.98,0.0,0.33,4.81,67.25,192.09,547.52,811.67,810.69,150,5.4046,25-02-1995,0.196154148,4132.923062460354,3005,0.1961541475
0.76,28.94,14.17,21.56,383.63,299.76,-0.06,3.15,3.23,53.0,4.85,3.1,1.34,0.38,0.31,4.71,67.2,191.86,547.41,811.18,810.6,150,5.404,26-02-1995,0.196154148,4132.46423963582,3005,0.1961541475
5.78,31.04,15.73,23.38,340.46,308.81,2.18,-0.65,2.37,35.73,4.29,3.11,1.05,0.0,0.43,4.87,67.16,191.65,547.31,810.99,815.72,150,5.438133333,27-02-1995,0.196154148,4158.566160320419,3005,0.1961541475
0.0,30.46,15.98,23.22,343.94,318.56,1.97,-0.91,2.31,31.84,4.98,3.21,1.01,0.0,0.41,4.66,67.11,191.44,547.19,810.4,809.39,150,5.395933333,28-02-1995,0.196154148,4126.29562166153,3005,0.1961541475
0.05,31.49,15.32,23.4,354.17,317.65,-0.45,-0.31,1.08,34.11,4.79,3.18,0.98,0.0,0.34,4.47,67.06,191.22,547.09,809.84,808.91,150,5.392733333,01-03-1995,0.196154148,4123.848566597349,3005,0.1961541475
0.0,32.23,16.99,24.61,373.62,317.46,0.57,0.11,1.28,34.31,4.89,3.17,0.94,0.02,0.35,4.28,67.02,191.03,546.98,809.31,808.37,150,5.389133333,02-03-1995,0.196154148,4121.095629650145,3005,0.1961541475
0.0,33.52,18.08,25.8,372.57,298.35,-0.25,-0.13,1.19,41.02,4.98,3.18,0.91,0.05,0.35,4.12,66.98,190.85,546.87,808.82,807.91,150,5.386066667,03-03-1995,0.196154148,4118.750535213639,3005,0.1961541475
0.0,32.78,17.41,25.1,379.25,315.68,0.53,1.08,1.5,37.03,4.87,3.11,0.94,0.1,0.35,3.99,66.95,190.66,546.78,808.38,807.44,150,5.382933333,04-03-1995,0.196154148,4116.354460463295,3005,0.1961541475
0.1,33.81,18.97,26.39,380.18,301.85,0.26,-0.21,1.45,37.11,4.69,2.98,0.92,0.27,0.34,4.25,66.91,190.49,546.68,808.33,807.51,150,5.3834,05-03-1995,0.196154148,4116.711322660154,3005,0.1961541475
0.28,32.48,18.91,25.7,390.52,314.47,1.14,1.12,2.26,40.89,4.84,3.13,0.99,0.51,0.31,4.28,66.87,190.31,546.58,808.04,807.33,150,5.3822,06-03-1995,0.196154148,4115.793677011087,3005,0.1961541475
1.12,33.2,19.71,26.46,376.01,230.01,-2.42,-0.8,2.63,52.59,3.56,2.28,0.89,0.51,0.29,4.62,66.83,190.11,546.48,808.04,808.27,150,5.388466667,07-03-1995,0.196154148,4120.585826511775,3005,0.1961541475
2.87,29.58,18.25,23.92,387.64,185.59,-1.71,-0.69,2.33,72.34,3.03,2.35,1.67,0.58,0.26,5.52,66.79,189.92,546.39,808.62,809.82,150,5.3988,08-03-1995,0.196154148,4128.487775156526,3005,0.1961541475
7.32,29.27,18.12,23.7,390.56,250.16,-0.12,2.24,2.42,54.23,3.82,2.87,1.99,0.48,0.4,7.0,66.75,189.73,546.29,809.77,815.1,150,5.434,09-03-1995,0.196154148,4155.4053808625185,3005,0.1961541475
9.92,29.66,17.98,23.82,396.56,253.01,0.06,1.69,1.78,66.52,3.85,3.0,2.32,0.6,0.28,7.8,66.71,189.53,546.19,810.23,817.83,150,5.4522,10-03-1995,0.196154148,4169.3230065400485,3005,0.1961541475
5.12,29.36,18.13,23.74,376.66,196.56,-0.79,-0.61,1.15,72.17,3.66,2.94,2.8,0.17,0.57,10.92,66.68,189.37,546.13,813.1,815.42,150,5.436133333,11-03-1995,0.196154148,4157.036750905305,3005,0.1961541475
4.04,29.63,18.05,23.84,372.06,292.42,-1.43,-0.44,1.71,53.29,4.18,3.06,2.6,0.05,0.79,11.55,66.64,189.19,546.05,813.43,814.87,150,5.432466667,12-03-1995,0.196154148,4154.232833644264,3005,0.1961541475
0.24,28.98,18.35,23.66,383.82,301.25,-0.65,0.33,1.09,53.68,4.86,3.3,2.6,0.11,0.76,11.01,66.6,188.99,545.93,812.53,810.17,150,5.401133333,13-03-1995,0.196154148,4130.272086140824,3005,0.1961541475
0.63,30.65,19.34,24.99,396.39,299.26,-0.73,0.2,0.95,52.57,4.67,3.34,2.5,0.11,0.72,10.36,66.56,188.8,545.83,811.55,809.68,150,5.397866667,14-03-1995,0.196154148,4127.774050762806,3005,0.1961541475
0.34,32.27,20.11,26.19,404.27,305.49,-0.11,1.67,1.79,55.58,4.44,3.35,3.06,0.2,0.66,9.95,66.53,188.62,545.73,810.83,808.11,150,5.3874,15-03-1995,0.196154148,4119.770141490381,3005,0.1961541475
7.18,33.18,17.71,25.44,390.8,259.78,0.63,0.18,1.58,72.93,3.36,2.79,2.71,0.64,0.26,11.04,66.5,188.47,545.66,811.67,816.14,150,5.440933333,16-03-1995,0.196154148,4160.7073335015775,3005,0.1961541475
6.81,29.61,17.51,23.56,389.4,296.82,0.11,0.89,1.13,59.91,4.34,3.5,3.09,0.52,0.64,12.46,66.47,188.32,545.57,812.82,816.54,150,5.4436,17-03-1995,0.196154148,4162.746546055061,3005,0.1961541475
1.0,31.01,19.06,25.04,389.37,306.13,0.26,0.92,1.14,54.9,4.22,3.35,2.71,0.2,0.82,12.21,66.44,188.15,545.47,812.27,810.56,150,5.403733333,18-03-1995,0.196154148,4132.260318380471,3005,0.1961541475
